@relation test-weka.filters.unsupervised.attribute.Remove-R16-17-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.MathExpression-EA*100-V-R11-weka.filters.unsupervised.attribute.MathExpression-EA-273.15-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A+0.650031)/(16.050012+0.650031)-V-R1-weka.filters.unsupervised.attribute.MathExpression-E(A-96020)/(103850-96020)-V-R2-weka.filters.unsupervised.attribute.MathExpression-E(A-48)/(100-48)-V-R3-weka.filters.unsupervised.attribute.MathExpression-E(A+24.399998)/(25.300001+24.399998)-V-R4-weka.filters.unsupervised.attribute.MathExpression-E(A+17.9)/(21.10002+17.9)-V-R5-weka.filters.unsupervised.attribute.MathExpression-E(A+0)/(359-0)-V-R6-weka.filters.unsupervised.attribute.MathExpression-E(A-0.1)/(19.7-0.1)-V-R7-weka.filters.unsupervised.attribute.MathExpression-E(A-0.4)/(26.1-0.4)-V-R8-weka.filters.unsupervised.attribute.MathExpression-E(A-2.94)/(17.39-2.94)-V-R9-weka.filters.unsupervised.attribute.MathExpression-E(A-3.1)/(11.09-3.1)-V-R10-weka.filters.unsupervised.attribute.MathExpression-E(A-95880)/(103830-95880)-V-R11-weka.filters.unsupervised.attribute.MathExpression-E(A+0.9)/(15.8+0.9)-V-R12-weka.filters.unsupervised.attribute.MathExpression-E(A-6)/(16.1-6)-V-R13-weka.filters.unsupervised.attribute.MathExpression-E(A-6)/(16.1-6)-V-R13-unset-class-temporarily

@attribute air numeric
@attribute pres numeric
@attribute rhum numeric
@attribute uwnd numeric
@attribute vwnd numeric
@attribute WDIR numeric
@attribute WSPD numeric
@attribute GST numeric
@attribute DPD numeric
@attribute APD numeric
@attribute PRES numeric
@attribute ATMP numeric
@attribute WTMP numeric
@attribute Class_WVHT {0,1,2,3}

@data
0.281439,0.968072,1,0.539235,0.374359,0.905292,0.158163,0.18677,0.635294,0.385482,0.974843,0.281437,0.019802,?
0.239522,0.96424,1,0.561368,0.348718,0.855153,0.280612,0.245136,0.544637,0.271589,0.967296,0.251497,0,?
0.275451,0.954023,1,0.599598,0.341026,0.791086,0.321429,0.284047,0.544637,0.229036,0.949686,0.281437,0.019802,?
0.353292,0.931034,0.788462,0.649899,0.364102,0.807799,0.372449,0.311284,0.160554,0.187735,0.928302,0.407186,0.009901,?
0.341319,0.891443,0.769231,0.726358,0.258974,0.844011,0.535714,0.478599,0.229066,0.275344,0.895597,0.401198,0,?
0.389222,0.862069,0.480769,0.696177,0.171795,0.880223,0.653061,0.587549,0.37301,0.350438,0.859119,0.407186,0.009901,?
0.443114,0.812261,0.365385,0.686117,0.182051,0.927577,0.612245,0.55642,0.37301,0.399249,0.825157,0.401198,0.009901,?
0.335329,0.735632,0.288462,0.668008,0.069231,0.952646,0.811224,0.747082,0.488581,0.465582,0.743396,0.317365,0.019802,?
0.221559,0.643678,0.096154,0.418511,0.094872,0.058496,0.5,?,?,?,?,?,?,?
0.107785,0.633461,0.403846,0.396378,0.120513,0.077994,0.69898,0.70428,0.587543,0.533166,0.664151,0.047904,0.029703,?
0.167665,0.661558,0.423077,0.358149,0.148718,0.16156,0.658163,0.603113,0.587543,0.52816,0.695597,0.167665,0.019802,?
0.215569,0.687101,0.576923,0.360161,0.115385,0.155989,0.591837,0.540856,0.544637,0.599499,0.72327,0.179641,0.029703,?
0.215569,0.685824,0.5,0.309859,0.14359,0.144847,0.627551,0.59144,0.635294,0.55194,0.724528,0.191617,0.029703,?
0.251499,0.690932,0.557692,0.279678,0.117949,0.142061,0.719388,0.649805,0.488581,0.480601,0.727044,0.209581,0.019802,?
0.263474,0.690932,0.634615,0.261569,0.15641,0.142061,0.653061,0.614786,0.488581,0.500626,0.732075,0.239521,0.009901,?
0.335331,0.67433,0.596154,0.269618,0.125641,0.150418,0.72449,0.684825,0.488581,0.463079,0.722013,0.299401,0.009901,?
0.335331,0.62963,0.5,0.249497,0.146154,0.119777,0.642857,0.607004,0.488581,0.553191,0.672956,0.383234,0.019802,?
0.371257,0.57599,0.519231,0.301811,0.051282,0.122563,0.719388,0.657588,0.425606,0.449312,0.625157,0.437126,0.019802,?
0.335331,0.568327,0.480769,0.243461,0.135897,0.125348,0.663265,0.610895,0.488581,0.554443,0.602516,0.443114,0.019802,?
0.281437,0.583653,0.461538,0.237425,0.169231,0.172702,0.693878,0.66537,0.635294,0.642053,0.630189,0.365269,0.009901,?
0.23952,0.650064,0.423077,0.207243,0.174359,0.167131,0.612245,0.544747,0.587543,0.55194,0.679245,0.377246,0.019802,?
0.323354,0.698595,0.538462,0.295775,0.15641,0.139276,0.454082,0.40856,0.488581,0.489362,0.728302,0.419162,0.009901,?
0.311379,0.744572,0.365385,0.352113,0.3,0.116992,0.326531,0.291829,0.425606,0.453066,0.749686,0.407186,0.019802,?
0.317366,0.762452,0.461538,0.472837,0.287179,0.033426,0.244898,0.225681,0.425606,0.426783,0.777358,0.383234,0.019802,?
0.341317,0.779055,0.634615,0.482897,0.302564,0.910864,0.244898,0.225681,0.544637,0.380476,0.779874,0.377246,0.039604,?
0.341319,0.776501,0.75,0.468813,0.292308,0.977716,0.214286,0.206226,0.488581,0.371715,0.784906,0.335329,0.039604,?
0.329342,0.777778,0.538462,0.531187,0.371795,0.922006,0.137755,0.14786,0.488581,0.414268,0.781132,0.287425,0.019802,?
0.299402,0.758621,0.653846,0.577465,0.348718,0.796657,0.27551,0.291829,0.544637,0.352941,0.761006,0.269461,0.019802,?
0.293412,0.750958,0.557692,0.61167,0.433333,0.763231,0.321429,0.311284,0.425606,0.282854,0.744654,0.269461,0.009901,?
0.281437,0.736909,0.692308,0.676056,0.461538,0.749304,0.377551,0.350195,0.587543,0.197747,0.724528,0.311377,0,?
0.275451,0.717752,0.711538,0.700201,0.51282,0.732591,0.428571,0.40856,0.20346,0.225282,0.70566,0.311377,-0.009901,?
0.257486,0.698595,0.692308,0.708249,0.487179,0.727019,0.479592,0.466926,0.20346,0.244055,0.685535,0.293413,-0.009901,?
0.209582,0.671775,0.769231,0.678068,0.528205,0.718663,0.520408,0.474708,0.290657,0.31164,0.665409,0.281437,-0.009901,?
0.227545,0.621967,0.730769,0.525151,0.653846,0.635097,0.346939,0.346304,0.32872,0.300375,0.641509,0.251497,-0.019802,?
0.323352,0.509579,0.865385,0.327968,0.841025,0.428969,0.632653,0.540856,0.37301,0.211514,0.552201,0.317365,-0.019802,?
0.431139,0.403576,0.903846,0.55332,0.892307,0.448468,0.581633,0.533074,0.37301,0.404255,0.410063,0.401198,0,?
0.497006,0.357599,0.826923,0.549296,0.858974,0.523677,0.653061,0.607004,0.488581,0.47184,0.358491,0.45509,-0.019802,?
0.407186,0.323116,0.788462,0.599598,0.843589,0.523677,0.637755,0.579767,0.544637,0.521902,0.31195,0.443114,-0.019802,?
0.395209,0.36143,0.826923,0.702213,0.823077,0.610028,0.647959,0.579767,0.544637,0.499374,0.324528,0.42515,-0.009901,?
0.329342,0.445722,0.980769,0.655936,0.794871,0.62117,0.668367,0.626459,0.587543,0.550688,0.415094,0.407186,-0.009901,?
0.395209,0.462324,0.807692,0.585513,0.784615,0.559889,0.561224,0.525292,0.635294,0.538173,0.451572,0.407186,-0.009901,?
0.347306,0.498084,0.769231,0.72837,0.610256,0.651811,0.5,0.463035,0.587543,0.529412,0.461635,0.401198,0,?
0.299402,0.581098,0.634615,0.700201,0.533333,0.735376,0.581633,0.533074,0.689273,0.550688,0.569811,0.257485,0,?
0.359282,0.553001,0.403846,0.416499,0.620513,0.56546,0.306122,0.287938,0.750865,0.629537,0.574843,0.341317,0,?
0.407186,0.33461,0.788462,0.156942,0.76923,0.345404,0.780612,0.789883,0.689273,0.479349,0.411321,0.335329,0,?
0.455089,0.153257,0.865385,0.541247,0.984615,0.501393,0.622449,0.599222,0.425606,0.51189,0.179874,0.45509,-0.009901,?
0.425149,0.123883,0.807692,0.551308,0.823077,0.501393,0.423469,0.389105,0.488581,0.573217,0.139623,0.413174,-0.009901,?
0.377246,0.172414,0.980769,0.690141,0.694871,0.5961,0.443878,0.420233,0.587543,0.637046,0.166038,0.383234,-0.009901,?
0.317366,0.283525,0.692308,0.792757,0.428205,0.807799,0.714286,0.684825,0.821453,0.760951,0.230189,0.365269,-0.009901,?
0.107785,0.365262,0.557692,0.778672,0.44359,0.746518,0.663265,0.642023,0.903806,0.760951,0.343396,0.161677,-0.009901,?
0.119762,0.411239,0.25,0.627767,0.451282,0.735376,0.362245,0.361868,0.544637,0.68836,0.401258,0.143713,-0.019802,?
0.107785,0.402299,0.192308,0.474849,0.464102,0.752089,0.127551,0.178988,0.587543,0.683354,0.420126,0.149701,-0.019802,?
0.161677,0.344828,0.192308,0.408451,0.423077,0.29805,0.091837,0.128405,0.587543,0.635795,0.376101,0.179641,-0.029703,?
0.191619,0.286079,0.326923,0.362173,0.292308,0.10585,0.316327,0.33463,0.488581,0.605757,0.318239,0.197605,-0.029703,?
0.245509,0.240102,0.461538,0.374245,0.210256,0.111421,0.377551,0.330739,0.425606,0.429287,0.265409,0.239521,-0.039604,?
0.191619,0.213282,0.75,0.442656,0.092308,0.050139,0.413265,0.385214,0.488581,0.312891,0.237736,0.233533,-0.029703,?
0.161679,0.226054,0.730769,0.575453,0.058974,0.977716,0.561224,0.521401,0.181315,0.282854,0.236478,0.239521,-0.019802,?
0.167665,0.269476,0.480769,0.700201,0.110256,0.888579,0.612245,0.560311,0.258131,0.319149,0.267925,0.209581,-0.029703,?
0.107785,0.323116,0.5,0.708249,0.248718,0.844011,0.576531,0.521401,0.290657,0.332916,0.31195,0.167665,-0.029703,?
0.041919,0.36143,0.365385,0.678068,0.317949,0.816156,0.566327,0.529183,0.32872,0.426783,0.348428,0.11976,-0.039604,?
0.047905,0.393359,0.288462,0.65996,0.292308,0.835655,0.535714,0.560311,0.37301,0.46433,0.379874,0.02994,-0.029703,?
0.09581,0.421456,0.211538,0.599598,0.192308,0.905292,0.683673,0.661479,0.587543,0.593242,0.421384,0.161677,-0.019802,?
0.131739,0.45977,0.25,0.561368,0.14359,0.927577,0.571429,0.509728,0.544637,0.534418,0.47044,0.203593,-0.029703,?
0.143714,0.490421,0.365385,0.507042,0.141026,0.986072,0.515306,0.466926,0.425606,0.508135,0.514465,0.227545,-0.039604,?
0.155689,0.50447,0.25,0.444668,0.176923,0.033426,0.408163,0.389105,0.37301,0.435544,0.52956,0.239521,-0.049505,?
0.167665,0.491699,0.134615,0.426559,0.230769,0.041783,0.433673,0.389105,0.32872,0.372966,0.522013,0.239521,-0.059406,?
0.185629,0.484036,0.365385,0.400402,0.258974,0.100279,0.280612,0.256809,0.903806,0.440551,0.509434,0.257485,-0.059406,?
0.191617,0.444444,0.480769,0.38833,0.248718,0.091922,0.479592,0.424125,0.821453,0.396746,0.472956,0.263473,-0.049505,?
0.221557,0.443167,0.346154,0.414487,0.31282,0.13649,0.362245,0.36965,0.750865,0.415519,0.454088,0.293413,-0.039604,?
0.251499,0.443167,0.038462,0.450704,0.31282,0.083565,0.19898,0.18677,0.425606,0.484355,0.460377,0.293413,-0.039604,?
0.257486,0.464879,0,0.430583,0.271795,0.038997,0.306122,0.272374,0.635294,0.396746,0.472956,0.287425,-0.039604,?
0.263472,0.466156,0.384615,0.454728,0.225641,0.030641,0.270408,0.2607,0.635294,0.526909,0.489308,0.269461,-0.039604,?
0.251499,0.47765,0.673077,0.54326,0.253846,0.019499,0.188776,0.171206,0.544637,0.523154,0.491824,0.221557,-0.029703,?
0.233534,0.51341,0.711538,0.710262,0.315384,0.846797,0.607143,0.536965,0.488581,0.421777,0.498113,0.185629,-0.029703,?
0.131739,0.54023,0.5,0.760563,0.453846,0.740947,0.520408,0.498054,0.425606,0.354193,0.544654,0.077844,-0.029703,?
0.053894,0.578544,0.5,0.647887,0.635897,0.629526,0.387755,0.365759,0.37301,0.395494,0.572327,0.101796,-0.029703,?
0.227545,0.538953,0.5,0.422535,0.846153,0.490251,0.55102,0.51751,0.425606,0.289111,0.550943,0.185629,-0.029703,?
0.341319,0.475096,0.942308,0.458753,0.866666,0.470752,0.632653,0.579767,0.32872,0.369212,0.466667,0.365269,-0.029703,?
0.407186,0.449553,0.923077,0.517103,0.687179,0.534819,0.346939,0.330739,0.750865,0.580726,0.450314,0.39521,-0.019802,?
0.347306,0.412516,1,0.507042,0.625641,0.456825,0.234694,0.217899,0.544637,0.604506,0.432704,0.389222,-0.019802,?
0.383232,0.402299,0.865385,0.509054,0.587179,0.467967,0.214286,0.18677,0.587543,0.60826,0.407547,0.377246,-0.019802,?
0.377246,0.402299,0.807692,0.541247,0.643589,0.548747,0.204082,0.18677,0.689273,0.753442,0.391195,0.359281,-0.019802,?
0.371259,0.426564,0.730769,0.54326,0.753846,0.562674,0.464286,0.435798,1,0.79975,0.418868,0.383234,-0.019802,?
0.347306,0.482759,0.807692,0.607646,0.766666,0.551532,0.5,0.455253,1.114879,0.89612,0.460377,0.389222,-0.029703,?
0.353294,0.508301,0.673077,0.45674,0.782051,0.518106,0.535714,0.509728,0.903806,0.722153,0.510692,0.347305,-0.049505,?
0.401197,0.356322,0.807692,0.205231,0.835897,0.362117,0.903061,0.836576,0.487124,0.480119,0.393711,0.401198,-0.059406,?
0.317366,0.39719,1,0.65996,0.807692,0.568245,0.576531,0.548638,0.587543,0.685857,0.388679,0.407186,-0.039604,?
0.365271,0.507024,0.557692,0.486921,0.758974,0.557103,0.505102,0.463035,0.587543,0.630788,0.480503,0.377246,-0.039604,?
0.371257,0.499361,0.673077,0.313883,0.697436,0.417827,0.47449,0.435798,0.544637,0.609512,0.514465,0.401198,-0.049505,?
0.443114,0.255428,0.807692,0.348088,0.392308,0.169916,0.683673,0.688716,0.544637,0.478098,0.333333,0.39521,-0.049505,?
0.317366,0.338442,0.865385,0.887324,0.802564,0.710306,1.010204,0.957198,0.488581,0.475594,0.211321,0.281437,-0.019802,?
0.323352,0.530013,0.442308,0.625755,0.735897,0.629526,0.642857,0.595331,0.488581,0.596996,0.490566,0.365269,-0.019802,?
0.359281,0.530013,0.5,0.354125,0.515384,0.465181,0.19898,0.194553,0.635294,0.623279,0.544654,0.353293,-0.019802,?
0.401199,0.353768,0.730769,0.454728,0.071795,0.066852,0.586735,0.540856,0.587543,0.581977,0.413836,0.281437,-0.069307,?
0.275451,0.416347,0.923077,0.839034,0.448718,0.855153,0.943878,0.863813,0.290657,0.439299,0.314465,0.245509,-0.069307,?
0.239522,0.564496,0.307692,0.724346,0.379487,0.763231,0.612245,0.599222,0.37301,0.490613,0.524528,0.263473,-0.079208,?
0.221559,0.66539,0.230769,0.645875,0.366666,0.807799,0.413265,0.396887,0.587543,0.489362,0.636478,0.215569,-0.079208,?
0.221559,0.738186,0.096154,0.627767,0.358974,0.905292,0.556122,0.513619,0.37301,0.516896,0.732075,0.08982,-0.039604,?
0.227545,0.794381,0.423077,0.637827,0.5,0.768802,0.44898,0.40856,0.425606,0.478098,0.778616,0.281437,-0.039604,?
0.257486,0.845466,0.653846,0.68008,0.451282,0.740947,0.545918,0.513619,0.587543,0.450563,0.827673,0.287425,-0.049505,?
0.2994,0.915709,0.692308,0.668008,0.44359,0.796657,0.571429,0.525292,0.488581,0.430538,0.890566,0.293413,-0.029703,?
0.233532,0.957854,0.576923,0.627767,0.497436,0.735376,0.515306,0.48249,0.425606,0.451815,0.953459,0.317365,-0.049505,?
0.227545,0.998723,0.692308,0.605634,0.520513,0.685237,0.494898,0.431907,0.544637,0.429287,0.977358,0.305389,-0.059406,?
0.20958,1.006386,0.75,0.595573,0.507692,0.740947,0.255102,0.225681,0.544637,0.523154,1.001258,0.263473,-0.049505,?
0.245511,1.020434,0.596154,0.579477,0.5,0.727019,0.209184,0.206226,0.488581,0.485607,1.010063,0.293413,-0.049505,?
0.221557,1.005109,0.615385,0.539235,0.507692,0.682451,0.229592,0.214008,0.488581,0.510638,1.011321,0.287425,-0.069307,?
0.245509,1.006386,0.596154,0.54326,0.533333,0.635097,0.153061,0.140078,0.488581,0.466834,1.003774,0.263473,-0.069307,?
0.263472,1.001277,0.519231,0.515091,0.553846,0.649025,0.295918,0.264591,0.750865,0.623279,1.003774,0.317365,-0.069307,?
0.275451,0.992337,0.423077,0.460765,0.543589,0.598886,0.22449,0.202335,0.821453,0.722153,0.996226,0.329341,-0.069307,?
0.287426,1.003831,0.442308,0.434608,0.523077,0.456825,0.071429,0.081712,0.689273,0.73592,1.010063,0.329341,-0.039604,?
0.26946,0.997446,0.596154,0.380282,0.407692,0.431755,0.035714,0.062257,0.587543,0.675845,1.002516,0.323353,-0.039604,?
0.281439,0.984674,0.5,0.402414,0.353846,0.194986,0.183673,0.190661,0.689273,0.764706,0.992453,0.323353,-0.069307,?
0.32934,0.951469,0.442308,0.406439,0.310256,0.169916,0.22449,0.210117,0.635294,0.720901,0.973585,0.329341,-0.079208,?
0.287426,0.934866,0.5,0.336016,0.302564,0.133705,0.341837,0.291829,0.635294,0.435544,0.953459,0.335329,-0.049505,?
0.305389,0.906769,0.423077,0.34004,0.297436,0.133705,0.377551,0.338521,0.587543,0.336671,0.92956,0.347305,-0.059406,?
0.353292,0.890166,0.403846,0.34004,0.276923,0.125348,0.443878,0.40856,0.635294,0.316646,0.906918,0.347305,-0.069307,?
0.413172,0.8659,0.384615,0.358149,0.287179,0.147632,0.428571,0.377432,0.20346,0.2403,0.889308,0.371257,-0.049505,?
0.389222,0.8659,0.576923,0.313883,0.271795,0.169916,0.520408,0.466926,0.181315,0.296621,0.88805,0.39521,-0.059406,?
0.32934,0.850575,0.423077,0.364185,0.228205,0.108635,0.397959,0.373541,0.32872,0.355444,0.877987,0.371257,-0.049505,?
0.335331,0.842912,0.269231,0.374245,0.189743,0.05571,0.306122,0.264591,0.425606,0.38423,0.865409,0.353293,-0.059406,?
0.407186,0.793103,0.288462,0.480885,0.125641,0.983287,0.387755,0.342412,0.37301,0.326658,0.828931,0.353293,-0.049505,?
0.377246,0.779055,0.365385,0.424547,0.128205,0.036212,0.428571,0.377432,0.32872,0.324155,0.8,0.329341,-0.049505,?
0.365269,0.766284,0.442308,0.422535,0.164103,0.041783,0.336735,0.291829,0.32872,0.366708,0.801258,0.353293,-0.069307,?
0.377246,0.775223,0.346154,0.392354,0.223077,0.011142,0.341837,0.307393,0.37301,0.380476,0.791195,0.371257,-0.079208,?
0.443112,0.758621,0.403846,0.484909,0.179487,0.991643,0.377551,0.350195,0.425606,0.416771,0.774843,0.419162,-0.049505,?
0.407186,0.753512,0.538462,0.440644,0.210256,0.972145,0.382653,0.350195,0.37301,0.31164,0.761006,0.371257,-0.059406,?
0.371257,0.742018,0.730769,0.466801,0.276923,0.061281,0.193878,0.167315,0.425606,0.413016,0.757233,0.329341,-0.049505,?
0.371257,0.731801,0.557692,0.482897,0.376923,0.986072,0.035714,0.038911,0.750865,0.385482,0.742138,0.293413,-0.059406,?
0.401199,0.703704,0.538462,0.50503,0.405128,0.272981,0.102041,0.093385,0.37301,0.444305,0.718239,0.311377,-0.039604,?
0.329342,0.66539,0.461538,0.484909,0.479487,0.526462,0.153061,0.124514,0.290657,0.374218,0.680503,0.335329,-0.049505,?
0.293412,0.633461,0.538462,0.507042,0.423077,0.364903,0.147959,0.124514,0.37301,0.401752,0.659119,0.311377,-0.049505,?
0.299402,0.637292,0.307692,0.374245,0.402564,0.264624,0.265306,0.229572,0.258131,0.339174,0.659119,0.335329,-0.049505,?
0.305389,0.657727,0.192308,0.338028,0.294872,0.197772,0.443878,0.420233,0.160554,0.210263,0.68805,0.305389,-0.059406,?
0.23952,0.688378,-0.038462,0.279678,0.289743,0.183844,0.433673,0.404669,0.425606,0.372966,0.713208,0.257485,-0.069307,?
0.221557,0.706258,0,0.336016,0.235897,0.116992,0.403061,0.346304,0.37301,0.340426,0.725786,0.281437,-0.059406,?
0.215571,0.720307,0.096154,0.374245,0.264102,0.100279,0.290816,0.2607,0.37301,0.396746,0.728302,0.239521,-0.039604,?
0.275449,0.726692,0.307692,0.452716,0.248718,0.008357,0.163265,0.143969,0.37301,0.380476,0.744654,0.299401,-0.029703,?
0.245509,0.745849,0.307692,0.458753,0.292308,0.969359,0.295918,0.252918,0.290657,0.26408,0.749686,0.323353,-0.039604,?
0.215569,0.742018,0.576923,0.545272,0.330769,0.869081,0.30102,0.280156,0.229066,0.257822,0.750943,0.287425,-0.049505,?
0.227545,0.730524,0.576923,0.565392,0.34359,0.846797,0.219388,0.214008,0.181315,0.229036,0.728302,0.299401,-0.069307,?
0.221557,0.678161,0.634615,0.613682,0.41282,0.793872,0.433673,0.381323,0.258131,0.2403,0.68805,0.287425,-0.069307,?
0.233532,0.618135,0.711538,0.609658,0.420513,0.807799,0.321429,0.280156,0.290657,0.250313,0.620126,0.257485,-0.069307,?
0.215569,0.541507,0.846154,0.641851,0.425641,0.818942,0.357143,0.315175,0.258131,0.269086,0.540881,0.215569,-0.069307,?
0.221559,0.454662,0.903846,0.694165,0.5,0.713092,0.408163,0.354086,0.258131,0.236546,0.460377,0.233533,-0.079208,?
0.233532,0.375479,0.788462,0.734406,0.561538,0.626741,0.397959,0.365759,0.290657,0.217772,0.374843,0.251497,-0.039604,?
0.11976,0.326948,0.557692,0.764588,0.479487,0.752089,0.377551,0.346304,0.32872,0.307885,0.316981,0.137725,-0.039604,?
0.113774,0.339719,0.557692,0.832998,0.407692,0.779944,0.734694,0.677043,0.425606,0.382979,0.314465,0.191617,-0.049505,?
0.131737,0.383142,0.5,0.792757,0.402564,0.799443,0.714286,0.680934,0.587543,0.549437,0.361006,0.143713,-0.049505,?
0.18563,0.435504,0.480769,0.736419,0.558974,0.729805,0.642857,0.59144,0.544637,0.474343,0.413836,0.161677,-0.049505,?
0.2994,0.439336,0.730769,0.661972,0.7,0.671309,0.545918,0.533074,0.488581,0.469337,0.436478,0.281437,-0.059406,?
0.347306,0.390805,0.884615,0.555332,0.879487,0.54039,0.617347,0.571984,0.544637,0.466834,0.407547,0.353293,-0.059406,?
0.311379,0.316731,0.942308,0.690141,0.676923,0.660167,0.581633,0.533074,0.47558,0.453671,0.310692,0.335329,-0.049505,?
0.275451,0.375479,0.596154,0.633803,0.435897,0.810585,0.295918,0.272374,0.488581,0.560701,0.367296,0.221557,-0.059406,?
0.227545,0.452107,0.865385,0.549296,0.630769,0.738162,0.204082,0.22179,0.635294,0.598248,0.451572,0.155689,-0.049505,?
0.359281,0.484036,0.826923,0.474849,0.846153,0.490251,0.341837,0.315175,0.587543,0.610763,0.499371,0.335329,-0.049505,?
0.347306,0.430396,0.846154,0.344064,0.923076,0.445682,0.714286,0.731518,0.635294,0.48811,0.451572,0.377246,-0.049505,?
0.449101,0.37037,0.75,0.410463,0.889743,0.445682,0.77551,0.735409,0.544637,0.553191,0.374843,0.401198,-0.079208,?
0.455091,0.319285,0.980769,0.424547,0.987179,0.490251,0.734694,0.677043,0.587543,0.549437,0.340881,0.449102,-0.079208,?
0.431139,0.332056,0.942308,0.352113,0.882051,0.487465,0.790816,0.715953,0.689273,0.586984,0.345912,0.491018,-0.079208,?
0.389221,0.274585,1,0.275654,0.851282,0.440111,0.755102,0.696498,0.635294,0.622028,0.313208,0.443114,-0.079208,?
0.437126,0.16986,0.942308,0.301811,0.81282,0.4039,0.846939,0.805447,0.635294,0.713392,0.21761,0.42515,-0.089109,?
0.341317,0.201788,1,0.565392,0.871794,0.537604,0.663265,0.645914,0.689273,0.728411,0.208805,0.407186,-0.09901,?
0.389222,0.283525,0.75,0.414487,0.635897,0.509749,0.464286,0.435798,0.635294,0.713392,0.289308,0.377246,-0.108911,?
0.353294,0.214559,1,0.438632,0.589743,0.364903,0.372449,0.33463,0.635294,0.674593,0.242767,0.365269,-0.09901,?
0.293414,0.232439,0.769231,0.710262,0.479487,0.763231,0.55102,0.529183,0.587543,0.638298,0.206289,0.281437,-0.079208,?
0.221557,0.314176,0.538462,0.770624,0.507692,0.774373,0.612245,0.548638,0.544637,0.500626,0.300629,0.251497,-0.079208,?
