@relation dataset371-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-A-R5-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute bone_length numeric
@attribute rotting_flesh numeric
@attribute hair_length numeric
@attribute has_soul numeric
@attribute color=clear numeric
@attribute color=green numeric
@attribute color=black numeric
@attribute color=white numeric
@attribute color=blue numeric
@attribute color=blood numeric
@attribute type {Ghoul,Goblin,Ghost}

@data
0.481418,0.17282,0.235819,0.085847,0,0,0,1,0,0,Ghost
0.771386,0.595327,0.685786,0.596317,1,0,0,0,0,0,Ghoul
0.331212,0.860178,0.377245,0.127113,0,0,1,0,0,0,Ghost
0.220247,0.47252,0.557253,0.50808,0,0,1,0,0,0,Ghoul
0.336315,0.587211,0.360052,0.854404,0,0,0,1,0,0,Ghoul
0.436178,0.843752,0.081622,0.127899,0,0,0,1,0,0,Ghost
0.380914,0.55994,0.400497,0.181115,0,0,0,1,0,0,Ghost
0.594217,0.367693,0.642258,0.507517,0,1,0,0,0,0,Ghoul
0.694665,0.446769,0.727654,0.293044,0,0,0,1,0,0,Ghoul
0.555319,0.373149,0.467304,0.524298,1,0,0,0,0,0,Goblin
0.578468,0.333047,0.51459,0.54228,1,0,0,0,0,0,Goblin
0.232832,0.644084,0.180327,0.318336,0,0,0,1,0,0,Ghost
0.754389,0.377713,0.662132,0.820509,1,0,0,0,0,0,Ghoul
0.582397,0.527389,0.573838,0.627974,1,0,0,0,0,0,Ghoul
0.605221,0.85187,0.218767,0.610052,0,0,0,1,0,0,Ghost
0.563433,0.497061,0.266399,0.175034,0,0,0,1,0,0,Ghost
0.602911,0.439807,0.216394,0,0,1,0,0,0,0,Ghost
0.561888,0.569112,0.603106,0.491929,0,0,1,0,0,0,Goblin
0.415579,0.773521,0.215119,0.252654,0,0,0,0,1,0,Ghost
0.374427,0.178034,0.456856,0.396968,1,0,0,0,0,0,Goblin
0.600137,0.419025,0.563773,0.834806,0,0,0,1,0,0,Ghoul
0.53383,0.740595,0.564948,0.309941,0,0,1,0,0,0,Goblin
0.60948,0.217429,0.654742,0.602558,1,0,0,0,0,0,Ghoul
0.714138,0.37769,0.673824,0.563779,0,0,0,1,0,0,Ghoul
0.179953,0.43022,0.366177,0.440576,1,0,0,0,0,0,Ghost
0.383357,0.428966,0.74925,0.717978,1,0,0,0,0,0,Ghoul
0.42036,0.300677,0.612242,0.534132,1,0,0,0,0,0,Goblin
0.502222,0.374274,0.470726,0.604121,0,0,0,1,0,0,Ghoul
0.738702,0.442084,0.269602,0.568331,0,0,1,0,0,0,Goblin
0.686895,0.100433,0.440637,0.662857,1,0,0,0,0,0,Goblin
0.371056,0.70921,0.207243,0.049726,0,0,1,0,0,0,Ghost
0.402669,0.498851,0.385298,0.579377,0,1,0,0,0,0,Goblin
0.490058,0.303387,0.386337,0.199727,0,0,0,1,0,0,Goblin
0.333974,0.622764,0.302614,0.473427,0,0,0,0,1,0,Ghost
0.543319,0.843446,0.110953,0.297592,0,0,1,0,0,0,Ghost
0.194243,0.537307,0.258131,0.512408,1,0,0,0,0,0,Ghost
0.340337,0.676481,0.395042,0.24153,0,1,0,0,0,0,Ghost
0.32397,0.229255,0.233546,0.33318,0,0,0,1,0,0,Goblin
0.253292,0.458193,0.605786,0.347087,0,0,0,1,0,0,Goblin
0.606897,0.564969,0.346165,0.369688,1,0,0,0,0,0,Ghost
0.515533,0.534146,0.763355,0.788095,0,0,0,1,0,0,Ghoul
0.518155,0.34471,0.19759,0.391231,0,0,0,0,1,0,Goblin
0.502432,0.402762,0.588617,0.337717,0,0,0,1,0,0,Goblin
0.576349,0.522,0.664557,0.69048,1,0,0,0,0,0,Ghoul
0.314517,0.546958,0.198847,0.379406,0,0,0,1,0,0,Ghost
0.549888,0.175355,0.18444,0.332923,0,0,1,0,0,0,Goblin
0.62378,0.33463,0.484431,0.723294,1,0,0,0,0,0,Ghoul
0.339837,0.665639,0.29519,0.306838,0,1,0,0,0,0,Ghost
0.566293,0.460835,0.402231,0.486527,0,0,0,1,0,0,Goblin
0.555458,0.773045,0.224706,0.453981,0,0,0,1,0,0,Ghost
0.402133,0.512287,0.223943,0.341679,0,0,0,1,0,0,Ghost
0.519647,0.196006,0.516293,0.60286,0,0,0,0,0,1,Goblin
0.310255,0.40404,0.379049,0.029207,1,0,0,0,0,0,Ghost
0.696509,0.421106,0.660633,0.619671,1,0,0,0,0,0,Ghoul
0.280998,0.439246,0.368517,0.352997,0,0,0,1,0,0,Goblin
0.36836,0.28836,0.413498,0.362931,0,0,0,1,0,0,Goblin
0.676565,0.502699,0.37955,0.304001,0,0,0,1,0,0,Ghost
0.587779,0.277123,0.596061,0.559864,0,1,0,0,0,0,Goblin
0.543709,0.475991,0.487741,0.598409,1,0,0,0,0,0,Ghoul
0.413076,0.804688,0.469088,0.524726,0,0,0,1,0,0,Ghost
0.463407,0.474359,0.350295,0.28798,0,1,0,0,0,0,Ghost
0.432158,0.673831,0.25596,0.584643,0,1,0,0,0,0,Goblin
0.506604,0.383406,0.67502,0.538319,1,0,0,0,0,0,Ghoul
0.383988,0.442706,0.718736,0.647532,0,0,1,0,0,0,Ghoul
0.494684,0.378745,0.714965,0.651153,0,1,0,0,0,0,Ghoul
0.725068,0.743422,0.605787,0.493318,0,0,0,1,0,0,Ghoul
0.801819,0.38057,0.443853,0.482351,1,0,0,0,0,0,Ghoul
0.736538,0.221302,0.454098,0.74258,1,0,0,0,0,0,Goblin
0.393242,0.62865,0.490986,0.812052,0,0,0,0,1,0,Goblin
0.692019,0.417868,0.66989,0.691837,1,0,0,0,0,0,Ghoul
0.348873,0.216811,0.769639,0.378142,1,0,0,0,0,0,Goblin
0.312336,0.520875,0.204994,0.402991,1,0,0,0,0,0,Goblin
0.384315,0.432376,0.477672,0.387521,0,0,0,1,0,0,Goblin
0.469755,0.385287,0.771293,0.480957,1,0,0,0,0,0,Ghoul
0.421335,0.287929,0.437536,0.390376,0,0,0,1,0,0,Goblin
0.427535,0.355845,0.253231,0.51978,0,0,0,1,0,0,Goblin
0.710524,0.595204,0.257208,0.270704,0,1,0,0,0,0,Ghost
0.407744,0.775764,0.600114,0.719578,0,0,0,1,0,0,Goblin
0.626952,0.456192,0.6757,0.472885,1,0,0,0,0,0,Ghoul
0.320594,0.454756,0.534512,0.305393,1,0,0,0,0,0,Ghost
0.350891,0.500624,0.285481,0.443472,0,0,0,1,0,0,Ghost
0.480788,0.211931,0.299349,0.382703,1,0,0,0,0,0,Goblin
0.619013,0.478564,0.67298,0.348897,0,0,0,1,0,0,Goblin
0.617393,0.705303,0.5198,0.591302,1,0,0,0,0,0,Goblin
0.476455,0.541933,0.392336,0.449727,1,0,0,0,0,0,Ghost
0.359635,0.477077,0.393099,0.545754,0,0,0,0,0,1,Ghost
0.305282,0.481266,0.52349,0.246744,1,0,0,0,0,0,Ghost
0.804778,0.689431,0.864904,0.556061,1,0,0,0,0,0,Ghoul
0.344588,0.431579,0.214404,0.438027,0,0,0,1,0,0,Ghost
0.659806,0.661347,0.721857,0.699048,0,0,0,1,0,0,Ghoul
0.355353,0.282407,0.302553,0.537331,1,0,0,0,0,0,Goblin
0.45749,0.440741,0.466312,0.638468,0,0,0,1,0,0,Goblin
0.25066,0.663041,0.289259,0.406426,0,0,0,0,0,1,Ghost
0.174448,0.488066,0.28782,0.321846,1,0,0,0,0,0,Ghost
0.324964,0.535647,0.136849,0.406431,0,1,0,0,0,0,Ghost
0.435065,0.366933,0.392483,0.442523,0,0,0,1,0,0,Goblin
0.253583,0.433877,0.534129,0.727273,1,0,0,0,0,0,Goblin
0.753257,0.580012,0.592386,0.535249,1,0,0,0,0,0,Ghoul
0.549939,0.409579,0.522064,0.619648,1,0,0,0,0,0,Goblin
0.489127,0.417195,0.572665,0.649464,0,0,0,1,0,0,Goblin
1,0.364637,0.349488,0.689641,0,1,0,0,0,0,Ghoul
0.57712,0.449214,0.297169,0.386786,0,0,1,0,0,0,Goblin
0.453673,0.701499,0.274935,0.529103,1,0,0,0,0,0,Ghost
0.216631,0.610939,0.360667,0.434873,0,0,0,1,0,0,Ghost
0.509292,0.167852,0.561951,0.651307,1,0,0,0,0,0,Goblin
0.555723,0.718377,0.032368,0.479385,0,0,0,0,0,1,Ghost
0.706328,0.515958,0.310874,0.299456,0,0,0,1,0,0,Goblin
0.351865,0.612819,0.203223,0.374922,0,1,0,0,0,0,Ghost
0,0.57707,0.32452,0.526488,0,0,1,0,0,0,Ghost
0.111167,0.357768,0.23028,0.299434,1,0,0,0,0,0,Ghost
0.634648,0.272089,0.642483,0.743888,0,0,0,1,0,0,Ghoul
0.052797,0.716889,0.116789,0.059446,0,0,0,1,0,0,Ghost
0.518781,0.453568,0.49015,0.238709,0,0,1,0,0,0,Goblin
0.566949,0.54554,0.629794,0.666755,0,0,1,0,0,0,Ghoul
0.369605,0.521062,0.339609,0.273838,0,0,0,1,0,0,Ghost
0.324103,0.520643,0.152519,0.32195,0,0,0,1,0,0,Ghost
0.594829,0.606188,0.46839,0.817115,0,1,0,0,0,0,Ghoul
0.590313,0.731958,0.143942,0.215614,0,0,0,1,0,0,Ghost
0.675253,0.263038,0.728601,0.610737,1,0,0,0,0,0,Goblin
0.578603,0.666957,0.282074,0.755225,0,0,0,1,0,0,Goblin
0.195581,0.363119,0.331759,0.223895,0,0,1,0,0,0,Ghost
0.278719,0.596937,0.048858,0.299992,1,0,0,0,0,0,Ghost
0.517341,0.646454,0.032488,0.097701,0,0,0,1,0,0,Ghost
0.667341,0.390079,0.536263,0.683354,1,0,0,0,0,0,Ghoul
0.327689,0.728205,0.588015,0.620033,1,0,0,0,0,0,Ghoul
0.542574,0.565089,0.440076,0.409566,0,0,1,0,0,0,Goblin
0.820911,0.518106,0.566954,0.654101,0,0,0,1,0,0,Ghoul
0.248452,0.548753,0.429535,0.086363,0,1,0,0,0,0,Ghost
0.534931,0,0.314526,0.383171,0,0,1,0,0,0,Goblin
0.40529,0.573081,0.393277,0.473919,0,0,0,1,0,0,Ghoul
0.886036,0.526745,0.316,0.840003,1,0,0,0,0,0,Ghoul
0.614381,0.683593,0.284397,0.481954,0,0,0,1,0,0,Goblin
0.448176,0.750836,0.261128,0.382708,0,0,0,1,0,0,Ghost
0.468419,0.626763,0.207064,0.441156,0,0,0,1,0,0,Ghost
0.668535,0.40085,0.635543,0.610886,0,0,0,1,0,0,Ghoul
0.311617,0.306497,0.886538,0.574015,0,1,0,0,0,0,Ghoul
0.477121,0.268429,0.338805,0.565997,0,0,0,1,0,0,Ghoul
0.603993,0.30101,0.338196,0.665453,0,0,0,1,0,0,Goblin
0.279761,0.350947,0.034058,0.631193,0,0,0,1,0,0,Ghost
0.353602,0.698209,0.252689,0.183561,0,1,0,0,0,0,Ghost
0.3917,0.471145,0.651248,0.803487,1,0,0,0,0,0,Ghoul
0.742216,0.585475,0.53262,0.590615,0,0,1,0,0,0,Goblin
0.443492,0.435862,0.440507,0.503941,0,0,0,1,0,0,Goblin
0.220797,0.48444,0.388861,0.744412,0,0,0,1,0,0,Goblin
0.500062,0.471843,0.601018,0.427409,0,1,0,0,0,0,Goblin
0.612196,0.221418,0.394092,0.707288,0,0,0,1,0,0,Ghoul
0.453176,0.553699,0.525981,0.453477,0,1,0,0,0,0,Goblin
0.459286,0.771084,0.247674,0.366244,0,0,0,1,0,0,Ghost
0.539689,0.627855,0.585892,0.63594,0,0,0,1,0,0,Goblin
0.345612,0.544913,0.825758,0.548071,0,0,0,1,0,0,Ghoul
0.588073,0.424732,0.634844,0.844925,0,0,0,1,0,0,Ghoul
0.329947,0.564061,0.069101,0.275456,0,0,0,1,0,0,Ghost
0.435353,0.547847,0.482286,0.332148,0,0,1,0,0,0,Ghost
0.566708,0.382177,0.798883,0.533372,0,0,0,1,0,0,Ghoul
0.1427,0.661081,0.195663,0.265608,1,0,0,0,0,0,Ghost
0.296295,0.473994,0.677234,0.73461,1,0,0,0,0,0,Goblin
0.250356,0.374282,0.372103,0.492942,0,0,0,1,0,0,Goblin
0.48964,0.150704,0.412451,0.313185,0,1,0,0,0,0,Ghoul
0.36845,0.413255,0.363287,0.806811,1,0,0,0,0,0,Goblin
0.604785,0.476594,0.474743,0.637999,0,0,1,0,0,0,Ghoul
0.601814,0.473016,0.886142,0.473554,0,0,0,1,0,0,Ghoul
0.612599,0.576587,0.562962,0.734006,0,0,0,0,1,0,Goblin
0.548017,0.518085,0.199628,0.238534,1,0,0,0,0,0,Ghost
0.749637,0.664907,0.602085,0.485493,0,1,0,0,0,0,Ghoul
0.732658,0.816782,0.339862,0.84529,0,0,0,1,0,0,Ghoul
0.283066,0.710209,0.522201,0.424634,1,0,0,0,0,0,Goblin
0.612959,0.364082,0.710985,0.813191,0,0,0,1,0,0,Ghoul
0.361814,0.484097,0.633298,0.666816,1,0,0,0,0,0,Ghoul
0.29554,0.148882,0.257459,0.331064,0,0,0,1,0,0,Goblin
0.364487,0.176158,0.137346,0.578225,0,0,0,1,0,0,Goblin
0.515964,0.440763,0.428957,0.539348,0,0,1,0,0,0,Goblin
0.612138,0.671181,0.790824,0.664028,0,0,0,1,0,0,Ghoul
0.785027,0.410748,0.562192,0.788926,0,1,0,0,0,0,Ghoul
0.322086,0.245754,0.475248,0.328443,1,0,0,0,0,0,Goblin
0.580153,0.407262,0.528255,0.70194,1,0,0,0,0,0,Ghoul
0.557806,0.556651,0.458543,0.595105,1,0,0,0,0,0,Ghoul
0.405793,0.647434,0.325577,0.438864,1,0,0,0,0,0,Ghost
0.347344,0.401092,0.081462,0.267958,1,0,0,0,0,0,Ghost
0.436531,0.490421,0.136002,0.365277,0,0,1,0,0,0,Ghost
0.401848,0.855538,0.228734,0.163932,0,0,0,1,0,0,Ghost
0.162902,0.640456,0.368111,0.455934,0,0,0,1,0,0,Ghost
0.276091,0.635115,0.070216,0.387016,0,0,0,0,1,0,Ghost
0.184824,0.217809,0.501426,0.590236,1,0,0,0,0,0,Ghoul
0.918379,0.454415,0.960214,0.676369,0,0,0,1,0,0,Ghoul
0.695941,0.388082,0.493033,0.666796,0,0,0,1,0,0,Goblin
0.131531,0.718181,0.317015,0.224269,0,0,0,1,0,0,Ghost
0.489132,0.523348,0.455235,0.387281,0,0,0,1,0,0,Ghoul
0.484393,0.537461,0.583603,0.642758,1,0,0,0,0,0,Goblin
0.252524,0.661279,0.034344,0.314424,0,0,0,1,0,0,Ghost
0.454241,0.440758,0.427336,0.431386,1,0,0,0,0,0,Ghost
0.697623,0.669896,0.809916,0.676548,1,0,0,0,0,0,Ghoul
0.442537,0.84001,0.226741,0.210081,0,0,0,1,0,0,Ghost
0.694731,0.440495,0.537525,0.914755,0,0,0,0,1,0,Ghoul
0.549345,0.227705,0.40934,0.434039,1,0,0,0,0,0,Goblin
0.428836,0.736793,0.297296,0.44039,0,0,0,1,0,0,Ghost
0.583618,0.488435,0.149005,0.121216,0,0,0,1,0,0,Ghost
0.197052,0.479726,0.58684,0.343089,0,0,0,0,1,0,Goblin
0.742542,0.34599,0.20152,0.308864,0,0,0,1,0,0,Ghost
0.599757,0.254218,0.460707,0.476554,0,0,0,1,0,0,Goblin
0.423332,0.72717,0.439275,0.46111,0,0,0,1,0,0,Goblin
0.58567,0.996384,0.267924,0.423358,0,0,0,0,1,0,Ghost
0.414192,0.297454,0.579778,0.257731,1,0,0,0,0,0,Ghost
0.569703,0.439712,0.490922,0.459654,1,0,0,0,0,0,Goblin
0.453319,0.321087,0.54819,0.515912,0,0,0,1,0,0,Goblin
0.480074,0.620094,0.51954,0.697306,1,0,0,0,0,0,Goblin
0.16289,0.740272,0,0.23498,0,0,0,0,0,1,Ghost
0.436046,0.890836,0.069878,0.321991,1,0,0,0,0,0,Ghost
0.601037,0.557016,0.455533,0.393061,0,0,0,1,0,0,Ghoul
0.730629,0.470556,0.515609,0.637409,0,0,0,1,0,0,Ghoul
0.388978,0.416283,0.463074,0.255792,1,0,0,0,0,0,Goblin
0.245226,0.37514,0.466885,0.081427,0,1,0,0,0,0,Ghost
0.163169,0.458006,0.277093,0.553079,0,1,0,0,0,0,Ghost
0.470317,0.43361,0.732301,0.695877,1,0,0,0,0,0,Goblin
0.620334,0.196008,0.668634,0.637217,0,0,0,1,0,0,Ghoul
0.549538,0.524504,0.240601,0.558537,1,0,0,0,0,0,Goblin
0.70023,0.500336,0.670459,0.651732,0,0,0,1,0,0,Ghoul
0.457429,0.429771,0.176113,0.682572,0,0,0,1,0,0,Ghoul
0.358615,0.575581,0.359672,0.431951,1,0,0,0,0,0,Ghost
0.926391,0.281786,0.83945,0.784282,0,1,0,0,0,0,Ghoul
0.455933,0.630496,0.189472,0.163793,0,0,0,1,0,0,Ghost
0.539452,0.503993,0.562001,0.6644,1,0,0,0,0,0,Goblin
0.553972,0.566547,0.678024,0.520918,0,0,0,0,0,1,Ghoul
0.531051,0.572621,0.535587,0.494479,0,0,1,0,0,0,Ghoul
0.571932,0.485032,0.607542,0.643941,1,0,0,0,0,0,Ghoul
0.471211,0.632528,0.224349,0.291763,0,0,0,0,0,1,Ghost
0.226556,0.394704,0.512155,0.782035,0,0,0,1,0,0,Ghoul
0.550102,0.457594,0.310874,0.577755,0,0,0,0,1,0,Ghoul
0.141231,0.856386,0.430738,0.437533,1,0,0,0,0,0,Ghost
0.393148,0.328746,0.615651,0.789336,0,0,0,0,0,1,Ghoul
0.753408,0.530636,0.197573,0.829215,0,0,0,0,1,0,Ghoul
0.502621,0.165353,0.511107,0.539734,0,0,0,1,0,0,Goblin
0.581361,0.35192,0.373126,0.363883,1,0,0,0,0,0,Ghost
0.410586,0.492871,0.527525,0.614596,0,0,0,1,0,0,Goblin
0.387602,0.531879,0.504518,0.253015,1,0,0,0,0,0,Ghost
0.148915,0.590271,0.264431,0.652859,0,0,0,1,0,0,Ghost
0.683595,0.483583,0.718776,0.912803,0,0,0,1,0,0,Goblin
0.176757,0.431599,0.323878,0.300815,0,0,0,1,0,0,Ghost
0.82814,0.526307,0.712981,0.773554,0,0,0,0,1,0,Ghoul
0.920813,0.55082,0.723522,0.60547,0,0,1,0,0,0,Ghoul
0.633698,0.461107,0.673538,0.739898,0,0,0,1,0,0,Ghoul
0.625646,0.597894,0.826832,0.847273,0,1,0,0,0,0,Ghoul
0.608762,0.613114,0.938308,0.720692,0,0,0,1,0,0,Ghoul
0.618417,0.589705,0.596969,0.434811,0,0,0,1,0,0,Ghoul
0.366116,0.337492,0.646738,0.57662,1,0,0,0,0,0,Goblin
0.431207,0.515501,0.729318,0.648692,0,0,0,1,0,0,Ghoul
0.5066,0.392579,0.479562,0.472963,0,1,0,0,0,0,Goblin
0.713687,0.42846,0.487325,0.738133,1,0,0,0,0,0,Ghoul
0.345885,0.404425,0.533025,0.647956,0,0,0,1,0,0,Goblin
0.471273,0.336897,0.470573,0.366704,1,0,0,0,0,0,Goblin
0.559379,0.566733,0.577962,0.536566,1,0,0,0,0,0,Goblin
0.477403,0.184892,0.828023,0.616797,1,0,0,0,0,0,Ghoul
0.652977,0.135028,0.600017,0.431315,0,0,0,1,0,0,Goblin
0.471903,0.306823,0.542713,0.431588,0,0,0,1,0,0,Ghoul
0.477916,0.690029,0.802833,0.613648,0,0,0,1,0,0,Ghoul
0.37244,0.198457,0.517986,0.540774,1,0,0,0,0,0,Goblin
0.167664,0.765798,0.242371,0.363702,1,0,0,0,0,0,Ghost
0.206643,0.481646,0.227561,0.554756,0,0,0,1,0,0,Ghost
0.466347,0.312121,0.605431,0.49076,1,0,0,0,0,0,Goblin
0.778507,0.492554,0.693616,0.579979,0,0,0,0,0,1,Ghoul
0.674663,0.757889,0.331137,0.837747,1,0,0,0,0,0,Ghoul
0.635144,0.328514,0.758754,0.511175,0,0,0,1,0,0,Ghoul
0.601839,0.516051,0.254515,0.810768,0,0,0,1,0,0,Ghoul
0.444404,0.61596,0.430569,0.183781,0,0,0,0,0,1,Ghost
0.426548,0.545378,0.452763,0.749103,0,0,1,0,0,0,Ghoul
0.596005,0.757276,0.414049,0.856933,0,0,1,0,0,0,Ghoul
0.397946,0.561669,0.328896,0.550522,0,0,0,1,0,0,Ghost
0.798181,0.314483,0.614994,0.572907,0,0,0,1,0,0,Goblin
0.14235,0.259713,0.357105,0.572587,1,0,0,0,0,0,Ghost
0.418964,0.59496,0.532735,0.564808,1,0,0,0,0,0,Goblin
0.417267,0.658101,0.548705,0.40471,1,0,0,0,0,0,Ghost
0.289487,0.670109,0.571375,0.305141,0,0,0,1,0,0,Ghost
0.342796,0.712544,0.496758,0.518276,0,0,0,1,0,0,Ghoul
0.500805,0.500124,0.787523,0.693162,1,0,0,0,0,0,Ghoul
0.565632,0.541106,0.536193,0.577732,0,0,1,0,0,0,Ghoul
0.343046,0.139644,0.529188,0.361202,0,0,0,1,0,0,Goblin
0.347598,0.490304,0.417654,0.702007,0,0,0,1,0,0,Goblin
0.748156,0.351488,0.561773,0.759077,0,0,0,1,0,0,Ghoul
0.74521,0.675863,0.508271,0.68324,0,0,0,0,1,0,Goblin
0.137789,0.742264,0.386128,0.263648,1,0,0,0,0,0,Ghost
0.862312,0.521291,0.718587,0.479567,1,0,0,0,0,0,Ghoul
0.377332,0.075354,0.670657,0.338192,0,0,0,1,0,0,Goblin
0.358933,0.608905,0.190242,0.605268,0,0,1,0,0,0,Ghost
0.389277,0.297566,0.486628,0.678848,0,0,0,0,0,1,Goblin
0.584107,0.607672,0.558534,0.630607,1,0,0,0,0,0,Ghoul
0.187893,0.083477,0.190556,0.449521,1,0,0,0,0,0,Ghost
0.65074,0.293387,0.589555,0.438285,0,0,0,1,0,0,Goblin
0.575563,0.336769,0.592371,0.492581,0,1,0,0,0,0,Ghoul
0.398872,0.650191,0.464118,0.451546,0,0,0,1,0,0,Goblin
0.391507,0.687928,0.187409,0.734712,0,0,1,0,0,0,Ghost
0.501477,0.353104,0.505411,0.455535,1,0,0,0,0,0,Goblin
0.508639,0.173824,0.489963,0.420913,0,1,0,0,0,0,Goblin
0.494543,0.682944,0.767296,0.486505,0,1,0,0,0,0,Ghoul
0.501872,0.255517,0.079104,0.199395,1,0,0,0,0,0,Ghost
